episode_id,block,timestamp_utc,origin,executor,front_tx,back_tx,victim_count,front_input_weth,front_acquired_pepe,back_sold_pepe,inventory_mismatch_bps,pool_weth_margin,outer_tx_gas_eth,pool_margin_minus_gas_eth,no_intervening_buys_margin_weth,reserve_weth_before,front_as_reserve_bps,spot_before_weth_per_pepe,spot_after_front_weth_per_pepe,spot_before_back_weth_per_pepe,spot_after_back_weth_per_pepe
17074938-5,17074938,2023-04-18T17:08:59+00:00,0x758e8229dd38cf11fa9e7c0d5f790b4ca16b3b16,0x000000000005af2ddc1a93a03e9b7014064d3b8d,0xc30408e0a393be2309e31560874eb8c46c1aaebcbdc02c854323ea5f9ddac221,0xf4b1cebaa1d9cf7b1e0d5b58548a8ba22d5379ad85c433003bba2fdca74227c9,2,11.436284363269805907,135455270101.909036719061587278,135455270101.909036719061587278,0,0.055228154088372186,0.05367933570737169,0.001548818381000496,-0.066675233384305194,412.030247023710158145,277.5593405066620830192719749177490418365661801781090955301115771675814,8.190857904217081687246366193659444848284623380555440749717482818776719E-11,8.651156932965068816273370357097705239706157813282772783958115781112282E-11,8.745183882075482859006512617961731716903672282506000432274495862569727E-11,8.278812444950253192993814553069700779979740399470443622443367894170058E-11
17074939-3,17074939,2023-04-18T17:09:11+00:00,0x758e8229dd38cf11fa9e7c0d5f790b4ca16b3b16,0x000000000005af2ddc1a93a03e9b7014064d3b8d,0x9932b99cee3ae94bbdc3f751f0df3ada51b3884c1afb15087c9e62eb4f14b248,0xd63997e6c89e7c41d7b300c05dd07a07595f59dd17d4cc518e22d9b9795cef00,1,11.379495263099670409,136955181979.716893443787116327,136955181979.716893443787116327,0,0.385964760718452749,0.374494358289779434,0.011470402428673315,-0.066339671255014901,408.957156373960091905,278.2564160020222489730142956789262837181650455556153526411543485437505,8.060379946964447342304779786818011142534603762546553151227266773322779E-11,8.514499736526391657197443946696766638185467218054282239713897896011763E-11,8.859688636241725613977277188215922913395747255253579292951273100190735E-11,8.379464289478140255858665341535693002866001842301079361808563889706286E-11
17074940-5,17074940,2023-04-18T17:09:23+00:00,0x758e8229dd38cf11fa9e7c0d5f790b4ca16b3b16,0x000000000005af2ddc1a93a03e9b7014064d3b8d,0x76acf5b41b186637bd8614894664c8308bb309923f25c2939948188cc92bcaeb,0xa68e8f1326c76002ca51693f4d7ed5235e244b52ea5fa9d4b5c893b181f3c378,2,5.60672651526845844,67460458286.573584100547603473,67460458286.573584100547603473,0,0.111467150559118046,0.107059141005153032,0.004408009553965014,-0.033141719648000262,412.11964521687241645,136.0460871094362433026199620203756125739502584605943818221740905142514,8.175308591025678738530753519804249153828411142787220668511378107870949E-11,8.398927265038546783822998528601426519034120483358486614432548272015277E-11,8.618330528268130732100854644128318759461398538567382565914525665894498E-11,8.386640448749345318644912479494844362411602026118925923842341775512926E-11
17074959-5,17074959,2023-04-18T17:13:11+00:00,0x758e8229dd38cf11fa9e7c0d5f790b4ca16b3b16,0x000000000005af2ddc1a93a03e9b7014064d3b8d,0x4a7841f285e375b7e27e2a9b15870654d5e44e819c6224a5a2dfd5fcb5f579b3,0x347d57828e247fe31e602bf10e76e5dfae8a812dcc0874ae049d8a21b82ee2f4,1,9.015798568725585937,110260907207.607530407147880989,110260907207.607530407147880989,0,0.064076762767139002,0.060580156874424102,0.0034966058927149,-0.052851785991164787,407.661009295404759515,221.1592073597707670525804406113938396816323025386392680638180508999138,7.976379999965578215185798686742255331448065587664841127079613389887711E-11,8.332550415332902408820028210026066246550932985009218672047495906443189E-11,8.442446626085383104826450821439207343957805868011774776427175983275524E-11,8.080341548426735495452524905366512053280842238950602540950477274265572E-11
17075039-21,17075039,2023-04-18T17:29:59+00:00,0x000013de30d1b1d830dcb7d54660f4778d2d4af5,0x00004ec2008200e43b243a000590d4cd46360000,0x08fa5af19f36816ae6aede9f1112fdb6dacb20602a79c26966964bd767420038,0x3dafb0a0348bab7316032ba380ef6216ad454b24e91ae3ad2c11576da6f0a8b9,4,2.072389302180182537,26064642017.979559050109654631,26064642017.979559050109654631,0,0.020338364321512774,0.019047649737095631,0.001290714584417143,-0.012352952176541214,405.641486148812386562,51.08918522746739417277576544059417674233857609833566663782959086058406,7.886934453147447059332859276349690057522174527053578852788239230367366E-11,7.967606222748331998733308217901391068204737583060091076756376508874157E-11,8.094370042425156436159405612801189600422578291864018139568737338312907E-11,8.012017266203723510545645657779034427206514409817327009609336591517716E-11
17075066-1,17075066,2023-04-18T17:35:23+00:00,0x758e8229dd38cf11fa9e7c0d5f790b4ca16b3b16,0x000000000005af2ddc1a93a03e9b7014064d3b8d,0xe2255c4b11b72b8ab6c2374646c45de3e64e27f40bc4bcf2e10db72ac100a836,0x90e620173e196e9345649b62401ee34a64638bec3aaa13b99a04679163df735a,3,16.765300765931606291,213874384313.656767307462380727,213874384313.656767307462380727,0,0.325462558327747119,0.321271625901925791,0.004190932425821328,-0.096387451068398832,396.27406137681145699,423.0733827917572559122156487484900755490109774553777806605793856348686,7.499025440222669081232630244345643281519356554382403816537275719706275E-11,8.145983580337141211773244185102521952763523316372234791770193899280089E-11,8.356459030021778306546599072504389954443669152528593077433305725012232E-11,7.686690364068477312911704189704478489790825016164476320841005375116171E-11
17075396-3,17075396,2023-04-18T18:42:11+00:00,0x758e8229dd38cf11fa9e7c0d5f790b4ca16b3b16,0x000000000005af2ddc1a93a03e9b7014064d3b8d,0xa398ec532a213103aa4d1c471fbe3a35017ef38c609614ef4928476cd5406fd2,0xf6102170aec6a10f92c08230dd3c5b5b575917112113009f9a8805509b82628d,4,9.944085992574691771,124344074730.4319374689729017,124344074730.4319374689729017,0,0.220427266409303199,0.212838946019979845,0.007588320389323354,-0.058154774762498682,404.741255518027040314,245.6899527044083476878301015961377776359240169819032202197297627364120,7.782604649369723493323306606706108221826841649954399827594023000903955E-11,8.169136333784793138405082505909917887320556326573998661237704247383913E-11,8.402171346127823625368302992681855796806486959606294437770261644396499E-11,8.000360380372643079659123006442932965688873448099300601613997931698536E-11
17075455-11,17075455,2023-04-18T18:53:59+00:00,0x83b4f74296738d8c2e15bd7c1f4a19df122354f5,0x07bae765074790b76c791834ab873be27493c163,0xb4ae7b2d095e5b42a2888218958277d561de0d45875061bd66e88e336005ddb3,0x068e0a4ddc425d76849464514e34e5fa7f45cb81cf0b0c4c4b25b4d30267ada1,1,6.392515806007552964,77218386018.630574570098906128,77218386018.630574570098906128,0,0.023845352829655254,0.01251667313632134,0.011328679693333914,-0.037719889046307144,414.906609691893396255,154.0711971485483996708694895927217796061507209662037014774967971420831,8.128788317529617550498245244575731189356238275717046610835537793549462E-11,8.380818840944809397888625925884235314920399128717755952799287115826485E-11,8.462632750029475583673228151715984551320189399822112166142183796197380E-11,8.207682457572114590278120450280590514437682367381495147638033795574327E-11
17075672-6,17075672,2023-04-18T19:37:59+00:00,0x758e8229dd38cf11fa9e7c0d5f790b4ca16b3b16,0x000000000005af2ddc1a93a03e9b7014064d3b8d,0x46da62b72360bd92fffac62b929d175e65a2afbc4c2fadafb3be48366367ef2d,0x4fd5ab8ba2934f55c6b314313c6aa3696e6f5fe0f11024fbb386874f2137a639,4,2.708238296148370445,28305797544.45619256675649059,28305797544.45619256675649059,0,0.020222911067330493,0.018810997896717603,0.00141191317061289,-0.016128570552019732,450.000408190732615748,60.18301865629606246506773797619496704944067112629709250340221530967806,9.482187742670859550304724964225357620650692585686808007142288943197228E-11,9.596492293132524127746109821152477798135765313062967150813335522355927E-11,9.726463218140391956584662617616165640621111692878034478472312130926349E-11,9.610183630126906367102217384121690147806941790374570024693040890465857E-11
17076120-20,17076120,2023-04-18T21:08:23+00:00,0x000039bba92085a7c622466903aa40fd6fc6c7e3,0x00004ec2008200e43b243a000590d4cd46360000,0x348bc824dbe4c69d9573e5382341fc2feafa807fa3a37ac61ab1842725a611bd,0x2b13a87d64fddfc5ccf27d27f5e0438e0505eb60526f653e21f30d7e3c983549,2,1.873794122336629869,19821433404.656250476329722648,19821433404.656250476329722648,0,0.017455412262820437,0.016691893533712952,0.000763518729107485,-0.011179989924797605,453.565533393157424763,41.31253334702566446742730945633244384610340039806261029821292668796542,9.386352260013069603270744761425252563373890553623602084432830893745233E-11,9.463950444627050356599571117000894068849580535680948285630894546163504E-11,9.609748154965188621271748694741985117624206450778685447148625095098460E-11,9.530591275413910524184804296297821422744408049756929673038881797663534E-11
17076157-15,17076157,2023-04-18T21:15:47+00:00,0x000039bba92085a7c622466903aa40fd6fc6c7e3,0x00004ec2008200e43b243a000590d4cd46360000,0xa09a38d68728217c8f7ca4205043644c579e4cbf2537a04dad0bdeb40d27a892,0xa23f0763f72062c018d0f9e349c8308ba8e99e0d95be6626801eb4f6a0c7b238,2,3.18243099532552626,32693492472.837021479060856026,32693492472.837021479060856026,0,0.014018137116452815,0.013508242360280048,0.000509894756172767,-0.018936571286832376,463.028433684383031642,68.73078981354278150831938064345859475728142643868829156699389037202192,9.638889512075330847672052937742735641311118870852830799604497170565384E-11,9.771642430916948743493263984252585694457644968630741770185922904855750E-11,9.873784161407138736636136701799330073586807894440250449025723249597227E-11,9.739352912284843052641730130546145754973311913320562786446917511585145E-11
17076191-17,17076191,2023-04-18T21:22:35+00:00,0x000026b0b3f1cc243a56736a93aa28e4d97a7d2a,0x00004ec2008200e43b243a000590d4cd46360000,0xdc2626d682f3a1d7b3c7741cc15d97bd8dd18960823705ad29e42f6389daaa87,0x2213cd94158d2e812985fa8622fb75c684cf18797d0ce6869b4cd2a81093dde2,2,6.028329228720584405,57929077014.046524839073974275,57929077014.046524839073974275,0,0.019735496230273913,0.017845366224745826,0.001890130005528087,-0.035668643077091477,478.069697317412393141,126.0972879592094332435329608514130964348478756415007006904085410316837,1.024636072355079376126739796911036174775751554663636231572959003430123E-10,1.050600510937777207931657093746493317539572890237423743384284375910180E-10,1.060374484453624757525336252135577759595751531297604165964461195107310E-10,1.034126831398760630618040670027733177862499097206489122118683809686959E-10
17076295-10,17076295,2023-04-18T21:43:47+00:00,0x758e8229dd38cf11fa9e7c0d5f790b4ca16b3b16,0x000000000005af2ddc1a93a03e9b7014064d3b8d,0xacbaa3f586efe08b006a02e7a00049774ee320eec1012f10caa5256af2c9ccbe,0xa0c8cc30c021bb1541791215d5b1de0e691d6e054826cbe0a3fcd541000a48f3,3,5.450752171277999877,53930691937.225611733317687441,53930691937.225611733317687441,0,0.036977796776724056,0.035510034734042541,0.001467762042681515,-0.032285990306220726,473.463433144474399583,115.1250928731118504355964761559845786377626171377463015998986284344705,9.962289852629596367002012097747865488970876316127423033788081526216484E-11,1.019264410820506704521236847672547008933853920768777588496460202199945E-10,1.032368304487846946941735327649484900057028711820346517319335528473364E-10,1.008959244466015749321914288829290666083105307227253340286035216848205E-10
